time_s,vx_est,vy_est,vz_est,vx_gt,vy_gt,vz_gt,err_vx,err_vy,err_vz,speed_est,speed_gt,speed_err
20.5000,-3.22404,1.00866,0.01971,-3.09184,1.21272,-0.04106,-0.13220,-0.20406,0.06077,3.37820,3.32142,0.05678
20.6000,-3.30516,0.68077,0.01436,-3.20335,0.58996,0.14874,-0.10180,0.09081,-0.13439,3.37457,3.26062,0.11395
20.7001,-3.21656,0.48873,0.07583,-3.09137,0.68055,0.02021,-0.12519,-0.19182,0.05562,3.25436,3.16546,0.08890
20.8001,-3.25148,0.37490,0.07867,-3.13519,0.55087,0.03160,-0.11629,-0.17597,0.04707,3.27397,3.18337,0.09060
20.9001,-3.29644,0.20197,0.10406,-3.14182,0.44693,0.04829,-0.15463,-0.24496,0.05577,3.30426,3.17381,0.13045
21.0002,-3.27379,0.12207,0.06587,-3.20393,0.34334,0.00943,-0.06985,-0.22127,0.05644,3.27672,3.22229,0.05443
21.1002,-3.27337,-0.01976,0.05080,-3.24277,0.19761,0.00548,-0.03060,-0.21737,0.04532,3.27382,3.24879,0.02504
21.2002,-3.20058,-0.13145,0.06282,-3.09039,0.03335,0.05554,-0.11019,-0.16480,0.00728,3.20389,3.09107,0.11282
21.3002,-3.13696,-0.34275,0.05839,-3.12351,-0.07138,-0.04801,-0.01345,-0.27137,0.10640,3.15617,3.12470,0.03147
21.4003,-3.19166,-0.56127,-0.01792,-3.14040,-0.34141,-0.00244,-0.05126,-0.21986,-0.01548,3.24068,3.15891,0.08178
