time_s,vx_est,vy_est,vz_est,vx_gt,vy_gt,vz_gt,err_vx,err_vy,err_vz,speed_est,speed_gt,speed_err
5.9999,3.11103,-3.60652,0.09489,3.07336,-3.36471,0.09046,0.03768,-0.24181,0.00443,4.76388,4.55796,0.20592
6.0999,3.16437,-3.55940,0.08654,3.08941,-3.34359,0.09822,0.07495,-0.21581,-0.01168,4.76341,4.55343,0.20998
6.1999,3.08313,-3.57339,0.12967,3.00739,-3.36644,0.13748,0.07575,-0.20695,-0.00781,4.72140,4.51622,0.20519
6.2999,3.09740,-3.55275,0.08853,3.07280,-3.39077,0.10788,0.02460,-0.16198,-0.01935,4.71420,4.57724,0.13697
6.3999,3.19385,-3.45438,0.15542,3.15230,-3.26934,0.12841,0.04156,-0.18503,0.02702,4.70718,4.54335,0.16383
6.4999,3.31532,-3.43983,0.07116,3.17348,-3.24331,0.06982,0.14185,-0.19652,0.00134,4.77796,4.53816,0.23980
6.5999,3.34167,-3.32478,0.00855,3.25974,-3.26257,0.03657,0.08193,-0.06221,-0.02803,4.71391,4.61211,0.10180
6.6999,3.41311,-3.21659,0.05512,3.36791,-3.08260,0.07279,0.04520,-0.13399,-0.01767,4.69029,4.56624,0.12405
6.7999,3.44870,-3.00786,0.20388,3.36107,-2.91944,0.20333,0.08763,-0.08843,0.00055,4.58064,4.45659,0.12405
6.8999,3.51558,-2.93183,0.18733,3.43408,-2.84636,0.20194,0.08150,-0.08547,-0.01461,4.58149,4.46491,0.11657
6.9999,3.66300,-2.76463,0.14173,3.56232,-2.70618,0.15024,0.10068,-0.05845,-0.00851,4.59139,4.47617,0.11522
7.0999,3.70533,-2.52685,0.12372,3.63102,-2.49278,0.14014,0.07431,-0.03407,-0.01642,4.48662,4.40657,0.08005
7.1999,3.87280,-2.37977,0.07123,3.72153,-2.32557,0.08930,0.15127,-0.05419,-0.01807,4.54609,4.38931,0.15678
7.2999,3.94894,-2.25959,0.01033,3.83599,-2.22076,0.01321,0.11296,-0.03883,-0.00288,4.54973,4.43247,0.11726
7.3999,4.08437,-2.14215,-0.03251,3.91899,-2.05169,0.04153,0.16538,-0.09046,-0.07404,4.61215,4.42376,0.18839
7.4999,4.07139,-2.04999,0.08993,3.92123,-2.00129,0.12858,0.15016,-0.04871,-0.03864,4.55926,4.40429,0.15497
7.5999,4.12306,-1.86693,0.18141,3.88593,-1.82175,0.29968,0.23714,-0.04518,-0.11828,4.52968,4.30221,0.22747
7.6999,3.96711,-1.72228,0.13495,3.86515,-1.71291,0.12215,0.10195,-0.00937,0.01279,4.32694,4.22947,0.09747
7.7999,4.09305,-1.62273,-0.01897,3.95031,-1.63144,0.01529,0.14274,0.00871,-0.03426,4.40303,4.27397,0.12906
7.8999,4.05046,-1.46052,0.00296,3.94555,-1.49412,0.00562,0.10491,0.03360,-0.00266,4.30573,4.21898,0.08675
7.9999,4.15941,-1.22732,0.04807,4.00982,-1.26792,0.01321,0.14959,0.04060,0.03486,4.33697,4.20553,0.13144
8.0999,4.17409,-0.97290,0.11063,4.04065,-1.02112,0.10687,0.13344,0.04822,0.00375,4.28740,4.16905,0.11835
8.1999,4.38045,-0.66454,0.02193,4.19944,-0.71315,0.11419,0.18101,0.04862,-0.09226,4.43063,4.26110,0.16953
8.2999,4.20955,-0.34653,0.05245,4.11664,-0.41448,0.09324,0.09291,0.06795,-0.04079,4.22411,4.13851,0.08561
8.3998,4.04928,-0.33275,0.12575,3.98858,-0.39090,0.10795,0.06070,0.05815,0.01779,4.06487,4.00914,0.05573
8.4998,4.09845,-0.32985,0.11804,3.96363,-0.34110,0.11363,0.13482,0.01124,0.00440,4.11339,3.97990,0.13349
8.5999,4.20529,-0.30921,0.10080,4.00331,-0.34937,0.09597,0.20198,0.04015,0.00482,4.21785,4.01967,0.19818
8.6998,4.14913,-0.51748,0.05821,4.03632,-0.48412,0.10655,0.11280,-0.03336,-0.04833,4.18168,4.06665,0.11503
8.7998,4.00365,-0.46702,0.17136,3.93555,-0.40582,0.17027,0.06810,-0.06120,0.00108,4.03443,3.96008,0.07436
8.8998,4.02913,-0.36398,0.04948,3.89695,-0.32787,0.06532,0.13218,-0.03611,-0.01585,4.04584,3.91126,0.13458
8.9998,4.04311,-0.35601,0.02199,3.98188,-0.31672,0.00126,0.06122,-0.03930,0.02073,4.05881,3.99446,0.06435
9.0998,4.21723,-0.48507,-0.03976,4.00579,-0.39525,0.06316,0.21144,-0.08982,-0.10293,4.24522,4.02574,0.21948
9.1998,3.99914,-0.59211,0.15987,3.94433,-0.46859,0.13385,0.05481,-0.12352,0.02602,4.04590,3.97433,0.07158
9.2998,4.09603,-0.42562,0.12402,3.98241,-0.32887,0.18558,0.11362,-0.09675,-0.06156,4.11995,4.00027,0.11968
9.3998,3.99515,-0.59036,0.14430,3.88017,-0.48761,0.18912,0.11499,-0.10274,-0.04482,4.04111,3.91526,0.12586
9.4998,3.92603,-0.81474,0.18048,3.82585,-0.72897,0.19158,0.10018,-0.08577,-0.01110,4.01373,3.89939,0.11435
9.5998,3.90889,-0.65014,0.16892,3.69407,-0.69499,0.25896,0.21483,0.04485,-0.09003,3.96619,3.76779,0.19840
9.6998,3.93040,-0.33480,0.08156,3.82457,-0.35644,0.05860,0.10583,0.02164,0.02296,3.94548,3.84159,0.10388
9.7998,4.02103,-0.17844,-0.06905,3.84760,-0.16739,0.02046,0.17343,-0.01105,-0.08951,4.02558,3.85130,0.17429
9.8998,3.96557,-0.20478,-0.05491,3.90720,-0.18809,-0.01772,0.05837,-0.01669,-0.03719,3.97124,3.91176,0.05947
9.9998,3.98069,0.04887,0.10382,3.81805,0.02129,0.13826,0.16264,0.02758,-0.03445,3.98234,3.82061,0.16174
10.0998,3.91835,0.44612,0.09558,3.76091,0.39796,0.16321,0.15744,0.04816,-0.06763,3.94482,3.78543,0.15939
10.1998,3.84994,0.50211,0.04017,3.71591,0.43757,0.06216,0.13403,0.06454,-0.02199,3.88275,3.74210,0.14065
10.2998,3.79728,0.41678,-0.03491,3.74648,0.33496,-0.02691,0.05080,0.08182,-0.00800,3.82025,3.76152,0.05872
10.3998,3.89745,0.52712,-0.10676,3.78720,0.41428,-0.03333,0.11024,0.11284,-0.07343,3.93438,3.80994,0.12444
10.4998,3.76653,0.82486,-0.00158,3.63769,0.69524,0.05662,0.12884,0.12963,-0.05820,3.85579,3.70396,0.15183
10.5998,3.59538,1.12718,-0.04263,3.51964,1.00789,0.10815,0.07574,0.11929,-0.15078,3.76818,3.66271,0.10547
10.6998,3.66167,1.28447,-0.18861,3.46794,1.09058,-0.08362,0.19373,0.19389,-0.10500,3.88501,3.63634,0.24866
10.7998,3.35952,1.47719,0.03939,3.33206,1.32869,0.00603,0.02747,0.14849,0.03336,3.67016,3.58721,0.08295
10.8998,3.18472,1.69236,0.05999,3.18074,1.60684,0.07837,0.00398,0.08552,-0.01837,3.60695,3.56443,0.04252
10.9998,3.06552,1.77141,0.11369,2.94595,1.64571,0.22672,0.11957,0.12570,-0.11303,3.54234,3.38207,0.16028
11.0998,3.15453,1.83096,0.02680,3.03989,1.67439,0.00377,0.11464,0.15656,0.02303,3.64749,3.47052,0.17697
11.1998,2.46726,2.02419,0.08517,2.92153,1.90170,-0.13536,-0.45427,0.12248,0.22053,3.19248,3.48857,-0.29609
11.2998,2.70808,2.38438,-0.15771,2.73854,2.10244,-0.12510,-0.03046,0.28194,-0.03261,3.61163,3.45478,0.15684
11.3998,2.46652,2.01807,0.09771,2.64882,2.15008,-0.02920,-0.18230,-0.13201,0.12690,3.18840,3.41174,-0.22334
11.4998,2.32264,3.00021,-0.01962,2.28681,2.48999,0.03573,0.03583,0.51022,-0.05535,3.79425,3.38095,0.41329
11.5998,2.04914,2.95636,0.05397,2.05899,2.71561,0.13631,-0.00986,0.24075,-0.08234,3.59749,3.41065,0.18683
11.6998,2.04804,2.85595,0.14745,2.16142,2.76801,0.02378,-0.11338,0.08794,0.12366,3.51748,3.51201,0.00547
11.7998,1.85248,2.82115,0.16183,2.02382,2.74756,0.01672,-0.17134,0.07359,0.14512,3.37887,3.41251,-0.03364
11.8998,1.88123,3.49804,-0.36444,1.88571,2.83453,0.00513,-0.00448,0.66351,-0.36957,3.98850,3.40448,0.58402
11.9999,1.68181,2.56913,0.07674,1.84951,2.86398,-0.07353,-0.16769,-0.29486,0.15026,3.07161,3.41006,-0.33844
12.0999,1.45012,2.71233,0.30090,1.76225,2.99537,-0.15774,-0.31214,-0.28304,0.45864,3.09033,3.47889,-0.38856
12.1999,1.83090,3.96360,-0.24483,1.72379,3.00071,-0.04349,0.10711,0.96290,-0.20134,4.37290,3.46086,0.91204
12.2999,1.74658,3.22064,0.02484,1.77774,2.98502,0.04382,-0.03116,0.23563,-0.01898,3.66384,3.47456,0.18927
12.3999,1.65454,3.38095,0.22613,1.68434,3.06860,0.04952,-0.02979,0.31235,0.17661,3.77087,3.50082,0.27005
12.5000,1.51933,3.30002,0.14271,1.54579,3.18614,0.01072,-0.02646,0.11388,0.13200,3.63578,3.54134,0.09443
12.6000,1.28601,3.51171,0.06525,1.22620,3.13796,0.04298,0.05981,0.37376,0.02227,3.74035,3.36930,0.37105
12.7000,0.82608,3.85040,-0.23927,0.97356,3.34130,-0.00053,-0.14749,0.50911,-0.23875,3.94529,3.48024,0.46504
12.8001,1.02526,3.31569,0.14554,0.82742,3.35088,0.06509,0.19783,-0.03519,0.08046,3.47364,3.45214,0.02149
12.9001,0.70653,3.59785,0.10871,0.75558,3.33488,0.01894,-0.04904,0.26298,0.08977,3.66818,3.41945,0.24873
13.0001,0.01028,3.31091,-0.11033,0.83149,3.36760,-0.01688,-0.82121,-0.05669,-0.09346,3.31276,3.46877,-0.15601
13.1001,0.63387,3.64025,0.04401,0.69926,3.54516,-0.05582,-0.06539,0.09509,0.09983,3.69529,3.61390,0.08139
13.2001,0.50240,3.67574,0.11160,0.62286,3.56698,0.01445,-0.12045,0.10876,0.09715,3.71159,3.62098,0.09061
13.3001,0.51025,3.57283,0.16466,0.58612,3.57707,0.08933,-0.07588,-0.00424,0.07534,3.61284,3.62587,-0.01303
13.4002,0.48899,3.81013,0.10977,0.65728,3.57303,0.08589,-0.16829,0.23710,0.02389,3.84295,3.63399,0.20895
13.5002,0.67193,3.49814,0.15554,0.64857,3.60853,0.07315,0.02337,-0.11038,0.08239,3.56549,3.66708,-0.10159
13.6002,0.62338,3.64303,0.14624,0.48078,3.42983,0.12170,0.14260,0.21321,0.02454,3.69887,3.46550,0.23338
13.6999,0.47122,3.88651,0.02799,0.61818,3.65879,0.11663,-0.14696,0.22772,-0.08865,3.91507,3.71247,0.20260
13.7999,0.79817,3.48785,0.27575,0.58614,3.60126,0.18765,0.21203,-0.11342,0.08810,3.58862,3.65347,-0.06486
13.8999,0.70958,3.62020,0.28816,0.65298,3.53720,0.23411,0.05660,0.08300,0.05405,3.70032,3.60457,0.09575
13.9999,0.80546,3.59893,0.29000,0.70868,3.49914,0.23582,0.09678,0.09979,0.05418,3.69935,3.57796,0.12139
14.0999,0.74249,3.52714,0.42568,0.68860,3.45908,0.30647,0.05389,0.06806,0.11921,3.62950,3.54025,0.08925
14.1999,0.87709,3.62211,0.32378,0.77541,3.46103,0.31643,0.10168,0.16108,0.00735,3.74083,3.56092,0.17991
14.2999,0.84985,3.57345,0.44130,0.79028,3.44163,0.35738,0.05957,0.13182,0.08393,3.69954,3.54924,0.15030
14.3999,0.87799,3.44978,0.48258,0.80821,3.41659,0.43257,0.06978,0.03319,0.05001,3.59231,3.53743,0.05488
14.4999,0.84038,3.37932,0.65296,0.74908,3.32644,0.48861,0.09130,0.05288,0.16435,3.54293,3.44457,0.09837
14.5999,0.93304,3.42783,0.54040,0.79379,3.24536,0.48939,0.13925,0.18248,0.05101,3.59342,3.37668,0.21674
14.6999,0.80036,3.32811,0.63552,0.76878,3.31362,0.51984,0.03158,0.01449,0.11568,3.48149,3.44112,0.04037
14.7999,0.77128,3.30285,0.66461,0.71438,3.24736,0.56693,0.05691,0.05549,0.09768,3.45621,3.37299,0.08322
14.8999,0.80341,3.37638,0.60975,0.68863,3.26083,0.57442,0.11479,0.11555,0.03533,3.52381,3.38189,0.14192
14.9999,0.72133,3.15964,0.67752,0.65138,3.12499,0.61248,0.06995,0.03465,0.06504,3.31099,3.25038,0.06061
15.0998,0.71387,3.06505,0.74452,0.66924,3.01478,0.66126,0.04463,0.05028,0.08326,3.23396,3.15817,0.07579
15.1998,0.71634,3.10613,0.69277,0.64767,3.02652,0.65521,0.06867,0.07961,0.03755,3.26207,3.16364,0.09844
15.2998,0.66668,3.08637,0.67218,0.63325,3.03902,0.64218,0.03343,0.04735,0.03000,3.22831,3.17003,0.05828
15.3997,0.61445,2.98349,0.64464,0.61901,2.95985,0.61235,-0.00456,0.02364,0.03229,3.11358,3.08527,0.02831
15.4997,0.57010,3.04209,0.61201,0.48928,2.88541,0.59889,0.08082,0.15668,0.01312,3.15498,2.98725,0.16773
15.5997,0.46780,2.99492,0.59791,0.66749,3.49860,-0.19864,-0.19969,-0.50368,0.79655,3.08964,3.56724,-0.47760
15.6997,0.46093,2.92498,0.64232,0.46213,2.85889,0.59091,-0.00120,0.06609,0.05140,3.02994,2.95567,0.07427
15.7997,0.45184,2.86304,0.62812,0.41140,2.78738,0.57651,0.04044,0.07565,0.05161,2.96575,2.87596,0.08979
15.8996,0.36640,2.95865,0.48534,0.35082,2.92189,0.48675,0.01558,0.03676,-0.00141,3.02050,2.98286,0.03764
15.9996,0.33740,3.02075,0.47310,0.32078,2.88691,0.48217,0.01662,0.13385,-0.00908,3.07614,2.94442,0.13171
16.0996,0.49552,2.82398,0.55172,0.44567,2.74174,0.53699,0.04985,0.08223,0.01473,2.91972,2.82916,0.09056
16.1996,0.60361,2.86876,0.41813,0.55420,2.77554,0.48286,0.04941,0.09322,-0.06473,2.96125,2.87122,0.09003
16.2996,0.61614,2.86157,0.37414,0.53502,2.77379,0.40984,0.08111,0.08778,-0.03570,2.95097,2.85449,0.09647
16.3996,0.67321,2.84978,0.29045,0.66072,2.72379,0.37303,0.01248,0.12599,-0.08258,2.94258,2.82749,0.11509
16.4996,0.75328,2.77540,0.39149,0.70702,2.69602,0.41777,0.04626,0.07938,-0.02628,2.90233,2.81832,0.08401
16.5996,0.65788,2.76656,0.44286,0.47985,2.31660,0.62399,0.17804,0.44996,-0.18113,2.87799,2.44668,0.43130
16.6996,0.55389,2.75222,0.39510,0.49547,2.65219,0.41533,0.05843,0.10003,-0.02023,2.83507,2.72985,0.10522
16.7996,0.61713,2.77815,0.31712,0.55353,2.63781,0.35319,0.06360,0.14034,-0.03607,2.86349,2.71831,0.14518
16.8997,0.54594,2.83556,0.18009,0.51872,2.71812,0.27007,0.02722,0.11744,-0.08998,2.89325,2.78032,0.11293
16.9997,0.44721,2.89645,0.03124,0.44662,2.79456,0.08641,0.00059,0.10190,-0.05516,2.93094,2.83134,0.09960
17.0997,0.44119,2.94399,-0.00054,0.40140,2.79679,0.07443,0.03979,0.14720,-0.07497,2.97687,2.82642,0.15044
17.1997,0.46706,2.91272,0.06971,0.46455,2.75221,0.20750,0.00251,0.16051,-0.13779,2.95076,2.79885,0.15191
17.2997,0.42977,2.72038,0.24652,0.42181,2.62811,0.26862,0.00796,0.09227,-0.02210,2.76513,2.67527,0.08986
17.3997,0.50761,2.82464,0.09310,0.45354,2.70575,0.11560,0.05407,0.11889,-0.02250,2.87140,2.74593,0.12547
17.4997,0.34713,2.97551,-0.02089,0.31118,2.78233,0.03746,0.03595,0.19317,-0.05836,2.99576,2.79993,0.19583
17.5998,0.31236,2.96692,-0.06316,0.19521,2.53495,0.20640,0.11715,0.43197,-0.26956,2.98399,2.55082,0.43317
17.6998,0.38526,3.05573,-0.19438,0.38102,2.90821,-0.05891,0.00424,0.14752,-0.13546,3.08605,2.93366,0.15239
17.7999,0.25269,3.12109,-0.34962,0.23016,3.01726,-0.20225,0.02253,0.10383,-0.14736,3.15076,3.03277,0.11798
17.8999,0.02312,3.15542,-0.48832,0.08630,3.05736,-0.32143,-0.06317,0.09806,-0.16689,3.19307,3.07542,0.11764
17.9999,0.00062,3.14244,-0.49617,0.03183,3.07846,-0.33242,-0.03121,0.06398,-0.16375,3.18137,3.09652,0.08485
18.0999,0.03719,3.16939,-0.57294,0.07875,3.09981,-0.45917,-0.04156,0.06958,-0.11377,3.22097,3.13462,0.08635
18.1999,-0.07198,3.27071,-0.71582,0.01262,3.19047,-0.54632,-0.08460,0.08024,-0.16950,3.34890,3.23694,0.11196
18.2999,-0.32292,3.28890,-0.65509,-0.23559,3.26490,-0.45613,-0.08733,0.02399,-0.19896,3.36902,3.30502,0.06400
18.3999,-0.53356,3.30047,-0.54881,-0.43333,3.27644,-0.38080,-0.10023,0.02403,-0.16801,3.38806,3.32684,0.06122
18.4999,-0.66183,3.22033,-0.51383,-0.56700,3.19715,-0.41003,-0.09483,0.02317,-0.10380,3.32754,3.27283,0.05472
18.6000,-0.81227,3.22535,-0.49428,-0.86390,3.04206,-0.22409,0.05162,0.18329,-0.27018,3.36259,3.17028,0.19231
18.7000,-0.85594,3.17132,-0.43269,-0.68586,3.13517,-0.39748,-0.17008,0.03615,-0.03521,3.31317,3.23383,0.07934
18.8000,-0.93623,3.14714,-0.32848,-0.74138,3.11119,-0.34361,-0.19486,0.03595,0.01513,3.29984,3.21670,0.08313
18.9000,-1.15295,3.09823,-0.33785,-0.95491,3.06511,-0.39772,-0.19804,0.03313,0.05988,3.32302,3.23495,0.08807
19.0000,-1.21396,3.04934,-0.30192,-0.99415,3.03516,-0.41542,-0.21981,0.01418,0.11350,3.29596,3.22073,0.07523
19.1000,-1.41063,3.04776,-0.29927,-1.17571,3.04403,-0.39928,-0.23492,0.00372,0.10001,3.37169,3.28753,0.08416
19.2000,-1.62528,3.02455,-0.24605,-1.41894,3.05536,-0.37053,-0.20633,-0.03081,0.12449,3.44238,3.38909,0.05329
19.3000,-1.85743,2.92219,-0.19367,-1.63030,2.97503,-0.28746,-0.22713,-0.05284,0.09379,3.46796,3.40461,0.06336
19.4000,-2.01566,2.84889,-0.10444,-1.84860,2.91773,-0.20640,-0.16707,-0.06884,0.10195,3.49142,3.46021,0.03120
19.5000,-2.27088,2.87402,-0.08555,-2.03416,2.90704,-0.13844,-0.23672,-0.03302,0.05289,3.66390,3.55075,0.11315
19.6000,-2.37134,2.74766,-0.12245,-2.32201,2.61477,0.04466,-0.04934,0.13289,-0.16710,3.63152,3.49725,0.13427
19.7000,-2.66720,2.51521,-0.08141,-2.43201,2.63559,-0.13057,-0.23520,-0.12038,0.04916,3.66700,3.58860,0.07840
19.8000,-2.72428,2.30982,-0.07390,-2.54132,2.43930,-0.11780,-0.18296,-0.12948,0.04390,3.57245,3.52454,0.04792
19.9000,-2.85818,2.14206,-0.05506,-2.71168,2.27666,-0.07671,-0.14650,-0.13460,0.02165,3.57221,3.54151,0.03070
20.0000,-3.00684,1.89759,0.06123,-2.85811,2.07637,-0.01023,-0.14873,-0.17878,0.07146,3.55607,3.53273,0.02335
20.1000,-3.06042,1.65676,-0.00539,-2.89209,1.83834,-0.02835,-0.16833,-0.18158,0.02296,3.48009,3.42702,0.05307
20.2000,-3.23963,1.53996,-0.04620,-2.97338,1.72511,-0.07316,-0.26625,-0.18515,0.02696,3.58731,3.43836,0.14895
20.3000,-3.14740,1.33918,-0.02681,-3.02067,1.52020,-0.02286,-0.12673,-0.18102,-0.00395,3.42056,3.38171,0.03885
20.4000,-3.17977,1.20997,-0.01910,-3.01764,1.40356,-0.05471,-0.16213,-0.19360,0.03561,3.40225,3.32853,0.07372
