time_s,vx_est,vy_est,vz_est,vx_gt,vy_gt,vz_gt,err_vx,err_vy,err_vz,speed_est,speed_gt,speed_err
54.2000,0.00077,0.00071,0.00046,0.00535,0.00361,-0.00446,-0.00458,-0.00290,0.00492,0.00114,0.00785,-0.00670
54.3000,-0.00142,0.00006,0.00132,0.00764,0.00251,-0.00419,-0.00906,-0.00245,0.00551,0.00194,0.00907,-0.00713
54.4000,0.00003,-0.00006,-0.00050,0.00793,0.00189,-0.00626,-0.00790,-0.00195,0.00576,0.00050,0.01028,-0.00978
54.5000,-0.00040,0.00096,-0.00277,0.00654,0.00259,-0.00493,-0.00694,-0.00163,0.00216,0.00296,0.00859,-0.00563
54.6000,0.00079,-0.00060,0.00153,0.00704,0.00324,-0.00374,-0.00625,-0.00384,0.00527,0.00182,0.00861,-0.00678
54.7000,-0.00320,-0.00040,-0.00286,-0.04910,0.01477,0.01016,0.04590,-0.01517,-0.01302,0.00431,0.05227,-0.04796
54.8000,0.00214,0.00019,0.00293,0.00665,0.00245,-0.00476,-0.00451,-0.00226,0.00769,0.00363,0.00854,-0.00491
54.9000,-0.00021,0.00071,-0.00242,0.00670,0.00283,-0.00399,-0.00691,-0.00212,0.00157,0.00253,0.00830,-0.00576
55.0000,-0.00320,0.00027,0.00160,0.00984,0.00291,-0.00665,-0.01304,-0.00264,0.00825,0.00359,0.01223,-0.00864
55.1000,0.00292,-0.00087,-0.00325,0.00805,0.00285,-0.00509,-0.00513,-0.00372,0.00184,0.00446,0.00994,-0.00548
55.2000,-0.00094,-0.00070,0.00215,0.00634,0.00328,-0.00327,-0.00728,-0.00398,0.00542,0.00245,0.00785,-0.00540
55.3000,-0.00201,0.00145,0.00192,0.01035,0.00346,-0.00726,-0.01236,-0.00201,0.00918,0.00314,0.01311,-0.00997
55.4000,0.00319,-0.00043,-0.00208,0.00879,0.00291,-0.00420,-0.00560,-0.00334,0.00212,0.00383,0.01017,-0.00633
55.5000,-0.00079,0.00059,0.00150,0.00724,0.00225,-0.00551,-0.00803,-0.00166,0.00701,0.00179,0.00937,-0.00758
55.6000,-0.00213,-0.00077,-0.00013,0.00896,0.00287,-0.00407,-0.01109,-0.00364,0.00394,0.00227,0.01025,-0.00798
55.7000,0.00355,0.00000,-0.00282,-0.07058,-0.00650,0.01165,0.07413,0.00650,-0.01447,0.00453,0.07183,-0.06730
55.8000,0.00021,0.00037,0.00239,0.00673,0.00350,-0.00364,-0.00652,-0.00313,0.00603,0.00243,0.00841,-0.00599
55.9000,-0.00187,-0.00084,0.00020,0.01080,0.00305,-0.00620,-0.01267,-0.00389,0.00640,0.00206,0.01282,-0.01076
56.0000,0.00110,0.00031,-0.00108,0.00950,0.00298,-0.00508,-0.00840,-0.00267,0.00400,0.00158,0.01118,-0.00960
56.1000,0.00168,0.00003,0.00060,0.00783,0.00369,-0.00574,-0.00615,-0.00366,0.00634,0.00178,0.01039,-0.00861
56.2000,-0.00304,0.00008,0.00244,0.01061,0.00438,-0.00502,-0.01365,-0.00430,0.00746,0.00390,0.01253,-0.00863
56.3000,0.00137,-0.00068,-0.00115,0.01023,0.00335,-0.00600,-0.00886,-0.00403,0.00485,0.00191,0.01232,-0.01041
56.4000,0.00110,-0.00002,-0.00427,0.00735,0.00341,-0.00375,-0.00625,-0.00343,-0.00052,0.00441,0.00893,-0.00451
56.5000,-0.00132,0.00017,0.00485,0.01177,0.00416,-0.00661,-0.01309,-0.00399,0.01146,0.00503,0.01413,-0.00910
56.6000,0.00132,0.00001,-0.00315,0.01045,0.00408,-0.00514,-0.00913,-0.00407,0.00199,0.00342,0.01234,-0.00892
56.7000,0.00136,0.00026,-0.00157,-0.07162,0.00393,0.01146,0.07298,-0.00367,-0.01303,0.00209,0.07264,-0.07055
56.8000,-0.00134,-0.00002,0.00830,0.01115,0.00379,-0.00595,-0.01249,-0.00381,0.01425,0.00841,0.01319,-0.00478
56.9000,0.00255,0.00002,-0.00551,0.01107,0.00410,-0.00550,-0.00852,-0.00408,-0.00001,0.00607,0.01302,-0.00695
57.0000,-0.00005,-0.00099,0.00184,0.00883,0.00428,-0.00517,-0.00888,-0.00527,0.00701,0.00209,0.01109,-0.00901
57.1000,-0.00358,-0.00012,0.00263,0.01084,0.00468,-0.00453,-0.01442,-0.00480,0.00716,0.00444,0.01265,-0.00820
57.2000,0.00269,-0.00121,-0.00433,0.01177,0.00392,-0.00654,-0.00908,-0.00513,0.00221,0.00524,0.01402,-0.00878
57.3000,0.00120,-0.00119,0.00052,0.01029,0.00477,-0.00521,-0.00909,-0.00596,0.00573,0.00177,0.01248,-0.01071
57.4000,-0.00461,0.00356,0.00373,0.01031,0.00522,-0.00417,-0.01493,-0.00166,0.00790,0.00692,0.01229,-0.00537
57.5000,0.00286,0.00055,-0.00445,0.01283,0.00511,-0.00709,-0.00997,-0.00456,0.00264,0.00532,0.01552,-0.01021
57.6000,0.00075,0.00091,0.00235,0.00924,0.00401,-0.00341,-0.00849,-0.00310,0.00576,0.00263,0.01063,-0.00800
57.7000,-0.00198,-0.00110,-0.00169,-0.08361,-0.00919,0.01574,0.08163,0.00809,-0.01743,0.00283,0.08557,-0.08274
57.8000,0.00282,-0.00195,0.00172,0.01234,0.00388,-0.00543,-0.00952,-0.00583,0.00715,0.00384,0.01403,-0.01019
57.9000,-0.00091,0.00122,0.00191,0.00856,0.00526,-0.00416,-0.00947,-0.00404,0.00607,0.00245,0.01087,-0.00843
58.0000,-0.00207,0.00053,0.00012,0.01347,0.00459,-0.00630,-0.01554,-0.00406,0.00642,0.00214,0.01556,-0.01342
58.1000,0.00154,-0.00032,-0.00340,0.01330,0.00440,-0.00565,-0.01176,-0.00472,0.00225,0.00375,0.01511,-0.01136
58.2000,0.00145,-0.00073,0.00290,0.00913,0.00726,-0.00389,-0.00768,-0.00799,0.00679,0.00333,0.01230,-0.00897
58.3000,-0.00166,-0.00044,0.00178,0.01365,0.00687,-0.00625,-0.01531,-0.00731,0.00803,0.00247,0.01651,-0.01404
58.4000,0.00111,0.00050,-0.00444,0.01447,0.00623,-0.00520,-0.01336,-0.00573,0.00076,0.00461,0.01659,-0.01198
58.5000,0.00134,-0.00115,0.00042,0.01083,0.00425,-0.00403,-0.00949,-0.00540,0.00445,0.00181,0.01231,-0.01050
58.6000,-0.00144,0.00138,0.00136,0.01300,0.00438,-0.00646,-0.01444,-0.00300,0.00782,0.00241,0.01516,-0.01275
58.7000,0.00021,0.00206,-0.00136,-0.07720,-0.00210,0.02274,0.07741,0.00416,-0.02410,0.00247,0.08051,-0.07803
58.8000,0.00226,0.00155,-0.00026,0.01097,0.00609,-0.00463,-0.00871,-0.00454,0.00437,0.00275,0.01337,-0.01062
58.9000,-0.00271,-0.00091,0.00369,0.01344,0.00531,-0.00567,-0.01615,-0.00622,0.00936,0.00467,0.01552,-0.01086
59.0000,0.00219,-0.00292,-0.00395,0.01471,0.00459,-0.00599,-0.01252,-0.00751,0.00204,0.00538,0.01653,-0.01116
59.1000,-0.00094,-0.00034,0.00140,0.01134,0.00516,-0.00354,-0.01228,-0.00550,0.00494,0.00172,0.01295,-0.01123
59.2000,-0.00266,0.00244,0.00055,0.01403,0.00615,-0.00705,-0.01669,-0.00371,0.00760,0.00365,0.01686,-0.01321
59.3000,0.00252,0.00167,-0.00016,0.01452,0.00480,-0.00456,-0.01200,-0.00313,0.00440,0.00302,0.01596,-0.01293
59.4000,0.00174,-0.00031,0.00075,0.01269,0.00642,-0.00560,-0.01095,-0.00673,0.00635,0.00192,0.01528,-0.01336
59.5000,-0.00104,-0.00046,0.00192,0.01270,0.00737,-0.00417,-0.01374,-0.00784,0.00609,0.00223,0.01527,-0.01304
59.6000,0.00141,-0.00060,0.00076,0.01503,0.00760,-0.00653,-0.01362,-0.00820,0.00729,0.00171,0.01806,-0.01635
59.7000,-0.00139,0.00042,-0.00458,-0.10882,0.00142,0.01111,0.10743,-0.00100,-0.01569,0.00480,0.10939,-0.10459
59.8000,-0.00022,-0.00081,0.00504,0.01439,0.00375,-0.00501,-0.01461,-0.00456,0.01005,0.00510,0.01569,-0.01059
59.9000,0.00064,0.00016,-0.00331,0.01457,0.00606,-0.00641,-0.01393,-0.00590,0.00310,0.00338,0.01703,-0.01365
60.0000,0.00148,0.00051,-0.00079,0.01334,0.00725,-0.00505,-0.01186,-0.00674,0.00426,0.00175,0.01600,-0.01425
60.1000,-0.00135,0.00026,0.00140,0.01327,0.00823,-0.00454,-0.01462,-0.00797,0.00594,0.00196,0.01626,-0.01430
60.2000,0.00212,-0.00084,0.00134,0.01549,0.00639,-0.00683,-0.01337,-0.00723,0.00817,0.00264,0.01809,-0.01545
60.3000,0.00002,0.00140,-0.00108,0.01367,0.00533,-0.00530,-0.01365,-0.00393,0.00422,0.00177,0.01560,-0.01383
60.4000,-0.00194,0.00055,0.00295,0.01393,0.00678,-0.00478,-0.01587,-0.00623,0.00773,0.00357,0.01621,-0.01264
60.4997,0.00052,0.00026,-0.00284,0.01597,0.00556,-0.00694,-0.01546,-0.00530,0.00410,0.00290,0.01828,-0.01539
60.5997,0.00226,-0.00185,-0.00165,0.01349,0.00613,-0.00556,-0.01123,-0.00798,0.00391,0.00335,0.01583,-0.01247
60.6997,-0.00405,-0.00064,0.00308,-0.09462,-0.01101,0.03540,0.09057,0.01037,-0.03232,0.00512,0.10162,-0.09650
60.7997,0.00159,0.00065,-0.00433,0.01618,0.00608,-0.00683,-0.01459,-0.00543,0.00250,0.00466,0.01859,-0.01393
60.8997,0.00243,0.00004,0.00367,0.01369,0.00590,-0.00583,-0.01126,-0.00586,0.00950,0.00440,0.01601,-0.01161
60.9997,-0.00326,-0.00047,0.00047,0.01411,0.00686,-0.00501,-0.01737,-0.00733,0.00548,0.00333,0.01647,-0.01314
61.0997,0.00164,-0.00072,-0.00476,0.01645,0.00751,-0.00732,-0.01481,-0.00823,0.00256,0.00509,0.01951,-0.01442
61.1997,0.00214,0.00055,0.00117,0.01460,0.00680,-0.00589,-0.01246,-0.00625,0.00706,0.00250,0.01715,-0.01465
61.2997,-0.00240,0.00199,0.00355,0.01384,0.00649,-0.00508,-0.01624,-0.00450,0.00863,0.00473,0.01611,-0.01138
61.3997,0.00186,-0.00059,0.00059,0.01781,0.00541,-0.00749,-0.01595,-0.00600,0.00808,0.00204,0.02006,-0.01802
61.4997,-0.00086,-0.00138,-0.00210,0.01349,0.00603,-0.00598,-0.01435,-0.00741,0.00388,0.00265,0.01594,-0.01328
61.5997,-0.00109,0.00055,0.00209,0.01527,0.00744,-0.00629,-0.01636,-0.00689,0.00838,0.00242,0.01811,-0.01569
61.6997,0.00083,0.00093,0.00074,-0.10949,-0.02589,0.01311,0.11032,0.02682,-0.01237,0.00145,0.11327,-0.11182
61.7997,0.00065,0.00067,-0.00257,0.01398,0.00580,-0.00583,-0.01333,-0.00513,0.00326,0.00273,0.01622,-0.01349
61.8997,-0.00156,0.00023,0.00129,0.01538,0.00659,-0.00651,-0.01694,-0.00636,0.00780,0.00204,0.01795,-0.01591
61.9997,0.00040,-0.00183,-0.00146,0.01726,0.00790,-0.00709,-0.01686,-0.00973,0.00563,0.00238,0.02026,-0.01788
62.0997,0.00259,0.00005,0.00025,0.01444,0.00786,-0.00582,-0.01185,-0.00781,0.00607,0.00260,0.01744,-0.01484
62.1997,-0.00167,0.00085,0.00060,0.01597,0.00686,-0.00642,-0.01764,-0.00601,0.00702,0.00197,0.01853,-0.01656
62.2997,-0.00106,-0.00019,-0.00186,0.01701,0.00608,-0.00747,-0.01807,-0.00627,0.00561,0.00215,0.01955,-0.01740
62.3997,0.00333,-0.00061,0.00199,0.01562,0.00716,-0.00696,-0.01229,-0.00777,0.00895,0.00392,0.01854,-0.01462
62.4997,-0.00332,0.00059,-0.00108,0.01489,0.00838,-0.00539,-0.01821,-0.00778,0.00431,0.00354,0.01791,-0.01437
62.5997,-0.00097,0.00098,0.00154,0.01769,0.00786,-0.00841,-0.01866,-0.00688,0.00995,0.00206,0.02111,-0.01904
62.6997,0.00332,0.00019,-0.00296,-0.12546,-0.00490,0.04401,0.12877,0.00509,-0.04697,0.00445,0.13305,-0.12860
62.7997,-0.00186,-0.00018,0.00355,0.01424,0.00726,-0.00536,-0.01610,-0.00744,0.00891,0.00401,0.01686,-0.01285
62.8997,0.00118,-0.00132,-0.00178,0.01797,0.00771,-0.00840,-0.01679,-0.00903,0.00662,0.00251,0.02128,-0.01877
62.9997,0.00062,0.00071,-0.00015,0.01676,0.00826,-0.00669,-0.01614,-0.00755,0.00654,0.00095,0.01985,-0.01889
63.0997,-0.00014,-0.00075,0.00059,0.01431,0.00788,-0.00592,-0.01445,-0.00863,0.00651,0.00096,0.01738,-0.01641
63.1997,-0.00107,-0.00020,0.00016,0.01804,0.00770,-0.00800,-0.01911,-0.00790,0.00816,0.00110,0.02118,-0.02008
63.2997,0.00273,0.00065,-0.00184,0.01739,0.00802,-0.00747,-0.01466,-0.00737,0.00563,0.00336,0.02056,-0.01720
63.3997,-0.00131,0.00070,0.00165,0.01408,0.00831,-0.00552,-0.01539,-0.00761,0.00717,0.00222,0.01726,-0.01504
63.4998,0.00049,-0.00060,0.00031,0.01932,0.00850,-0.00904,-0.01883,-0.00910,0.00935,0.00083,0.02296,-0.02213
63.5998,0.00153,0.00024,-0.00327,0.01590,0.00782,-0.00761,-0.01437,-0.00758,0.00434,0.00362,0.01928,-0.01566
63.6998,-0.00204,-0.00047,0.00317,-0.12912,-0.01575,-0.00178,0.12708,0.01528,0.00495,0.00380,0.13009,-0.12629
63.7998,0.00123,-0.00036,-0.00069,0.01845,0.00831,-0.00925,-0.01722,-0.00867,0.00856,0.00146,0.02225,-0.02079
63.8998,0.00080,-0.00025,-0.00134,0.01705,0.00849,-0.00678,-0.01625,-0.00874,0.00544,0.00158,0.02022,-0.01864
63.9998,-0.00390,0.00119,0.00144,0.01503,0.00883,-0.00667,-0.01893,-0.00764,0.00811,0.00432,0.01866,-0.01434
64.0998,0.00263,-0.00056,-0.00240,0.01881,0.00884,-0.00868,-0.01618,-0.00940,0.00628,0.00361,0.02252,-0.01892
64.1998,0.00143,0.00004,0.00291,0.01773,0.00840,-0.00814,-0.01630,-0.00836,0.01105,0.00324,0.02124,-0.01800
64.2998,-0.00301,-0.00159,0.00002,0.01507,0.00863,-0.00648,-0.01808,-0.01022,0.00650,0.00341,0.01854,-0.01513
64.3998,0.00154,0.00054,-0.00028,0.02004,0.00904,-0.00970,-0.01850,-0.00850,0.00942,0.00166,0.02403,-0.02237
64.4998,-0.00160,-0.00017,-0.00280,0.01686,0.00869,-0.00796,-0.01847,-0.00886,0.00516,0.00323,0.02057,-0.01734
64.5998,-0.00078,0.00040,-0.00030,0.01653,0.00901,-0.00684,-0.01731,-0.00861,0.00654,0.00093,0.02003,-0.01910
64.6998,0.00161,0.00020,-0.00114,-0.13141,-0.03327,0.03686,0.13302,0.03347,-0.03800,0.00198,0.14048,-0.13849
64.7998,0.00038,-0.00053,-0.00052,0.01613,0.00894,-0.00752,-0.01575,-0.00947,0.00700,0.00084,0.01992,-0.01908
64.8998,-0.00059,-0.00099,0.00383,0.01748,0.00951,-0.00807,-0.01807,-0.01050,0.01190,0.00400,0.02147,-0.01748
64.9998,0.00160,0.00004,-0.00062,0.01941,0.00964,-0.00892,-0.01781,-0.00960,0.00830,0.00171,0.02344,-0.02172
65.0998,-0.00091,0.00072,-0.00297,0.01611,0.00902,-0.00738,-0.01702,-0.00830,0.00441,0.00319,0.01988,-0.01670
65.1998,-0.00169,0.00086,0.00383,0.01849,0.00953,-0.00883,-0.02018,-0.00867,0.01266,0.00428,0.02260,-0.01832
65.2998,0.00575,-0.00264,-0.00287,0.01894,0.00949,-0.00862,-0.01319,-0.01213,0.00575,0.00695,0.02287,-0.01592
65.3998,-0.00116,-0.00037,0.00240,0.01694,0.01034,-0.00812,-0.01810,-0.01071,0.01052,0.00269,0.02144,-0.01875
65.4998,0.00048,0.00013,0.00001,0.01863,0.01040,-0.00768,-0.01814,-0.01027,0.00769,0.00050,0.02267,-0.02217
65.5998,0.00354,-0.00017,-0.00139,0.01961,0.00926,-0.00897,-0.01607,-0.00944,0.00758,0.00381,0.02347,-0.01966
65.6998,-0.00216,-0.00000,0.00300,-0.13579,-0.02660,0.03806,0.13363,0.02660,-0.03506,0.00370,0.14351,-0.13981
65.7998,0.00242,-0.00114,-0.00153,0.01824,0.01073,-0.00824,-0.01582,-0.01187,0.00671,0.00308,0.02271,-0.01963
65.8998,-0.00184,0.00252,0.00028,0.01965,0.01103,-0.00926,-0.02149,-0.00851,0.00954,0.00313,0.02436,-0.02123
65.9998,0.00130,-0.00124,-0.00159,0.01648,0.00997,-0.00676,-0.01518,-0.01121,0.00517,0.00240,0.02041,-0.01802
66.0998,-0.00194,0.00109,0.00399,0.01983,0.00998,-0.00946,-0.02177,-0.00889,0.01345,0.00457,0.02413,-0.01956
66.1998,0.00096,-0.00002,-0.00701,0.01867,0.01027,-0.00894,-0.01771,-0.01029,0.00193,0.00707,0.02311,-0.01603
66.2998,-0.00113,0.00026,0.00444,0.01665,0.01058,-0.00614,-0.01778,-0.01032,0.01058,0.00459,0.02066,-0.01607
66.3998,0.00249,-0.00188,0.00008,0.02149,0.01124,-0.01049,-0.01900,-0.01312,0.01057,0.00312,0.02642,-0.02330
66.4999,0.00075,0.00058,0.00017,0.01749,0.01020,-0.00787,-0.01674,-0.00962,0.00804,0.00096,0.02172,-0.02076
66.5999,0.00011,0.00044,0.00157,0.01832,0.01076,-0.00755,-0.01821,-0.01032,0.00912,0.00163,0.02255,-0.02092
66.6999,-0.00086,-0.00087,-0.00024,-0.13559,-0.02722,0.00145,0.13473,0.02635,-0.00169,0.00124,0.13830,-0.13706
66.7999,0.00162,0.00090,-0.00063,0.02032,0.01086,-0.00886,-0.01870,-0.00996,0.00823,0.00195,0.02468,-0.02273
66.8999,-0.00124,0.00002,0.00053,0.01639,0.01079,-0.00595,-0.01763,-0.01077,0.00648,0.00135,0.02050,-0.01916
66.9999,-0.00150,0.00133,0.00176,0.02149,0.01092,-0.01042,-0.02299,-0.00959,0.01218,0.00267,0.02626,-0.02359
67.0999,0.00298,0.00116,-0.00229,0.01912,0.01098,-0.00784,-0.01614,-0.00982,0.00555,0.00393,0.02340,-0.01947
67.1999,-0.00118,-0.00015,0.00338,0.01785,0.01129,-0.00713,-0.01903,-0.01144,0.01051,0.00359,0.02229,-0.01871
67.2999,-0.00053,-0.00197,-0.00231,0.02093,0.01131,-0.00986,-0.02146,-0.01328,0.00755,0.00308,0.02575,-0.02267
67.3999,0.00010,0.00016,-0.00234,0.02003,0.01124,-0.00794,-0.01993,-0.01108,0.00560,0.00234,0.02430,-0.02196
67.4999,0.00034,0.00065,0.00024,0.01773,0.01064,-0.00743,-0.01740,-0.00999,0.00767,0.00077,0.02197,-0.02120
67.5999,-0.00311,0.00168,0.00193,0.02144,0.01110,-0.00909,-0.02455,-0.00942,0.01102,0.00403,0.02580,-0.02177
67.6999,0.00337,-0.00157,-0.00092,-0.14698,-0.03268,0.03042,0.15035,0.03111,-0.03134,0.00383,0.15361,-0.14978
67.7999,-0.00097,-0.00061,0.00073,0.01722,0.01242,-0.00633,-0.01819,-0.01303,0.00706,0.00136,0.02216,-0.02080
67.8999,-0.00094,0.00039,0.00010,0.02172,0.01238,-0.01043,-0.02266,-0.01199,0.01053,0.00102,0.02709,-0.02607
67.9999,0.00303,0.00012,-0.00055,0.01979,0.01158,-0.00772,-0.01676,-0.01146,0.00717,0.00308,0.02419,-0.02112
68.0999,0.00147,-0.00077,0.00261,0.01853,0.01123,-0.00756,-0.01706,-0.01200,0.01017,0.00309,0.02295,-0.01986
68.1999,-0.00232,-0.00016,0.00089,0.02145,0.01168,-0.00972,-0.02377,-0.01184,0.01061,0.00249,0.02629,-0.02379
68.2999,0.00194,0.00071,-0.00230,0.02082,0.01244,-0.00808,-0.01888,-0.01173,0.00578,0.00309,0.02556,-0.02248
68.3999,-0.00101,-0.00014,-0.00014,0.01837,0.01218,-0.00766,-0.01938,-0.01232,0.00752,0.00103,0.02333,-0.02230
68.4999,-0.00127,-0.00007,-0.00047,0.02218,0.01182,-0.00980,-0.02345,-0.01189,0.00933,0.00136,0.02697,-0.02561
68.5999,0.00278,0.00105,0.00114,0.02096,0.01184,-0.00848,-0.01818,-0.01079,0.00962,0.00318,0.02552,-0.02234
68.6999,-0.00127,0.00010,0.00012,-0.17378,-0.04553,0.01836,0.17251,0.04563,-0.01824,0.00128,0.18058,-0.17930
68.7999,0.00016,-0.00072,-0.00010,0.02221,0.01264,-0.00964,-0.02205,-0.01336,0.00954,0.00075,0.02731,-0.02656
68.8999,0.00277,0.00038,-0.00120,0.02139,0.01191,-0.00923,-0.01862,-0.01153,0.00803,0.00304,0.02616,-0.02313
